gene_id	seqnames	start	end	width	strand
30942	chr3	3508030	3659800	151771	+
30943	chr17	23972127	23975230	3104	-
30944	chr11	50811085	50827731	16647	-
30945	chr15	36239934	36283147	43214	-
30946	chr13	23418361	23423866	5506	-
30947	chr8	111966908	111992302	25395	-
30948	chr18	32377217	32435740	58524	+
30949	chr7	123377982	123430358	52377	+
30951	chr11	119038436	119040913	2478	-
30952	chr4	19280850	19510623	229774	+
30953	chr3	68064802	68626482	561681	+
30954	chr12	112644828	112649152	4325	+
30955	chr12	32173397	32208649	35253	-
30956	chr6	23072173	23132986	60814	-
30957	chr17	24892152	24936977	44826	-
30959	chr9	35541848	35558470	16623	-
30960	chr17	65580053	65613555	33503	-
30962	chr7	35449092	35466034	16943	+
30963	chr2	13850282	14056035	205754	-
317652	chr7	43933771	43939590	5820	+
317653	chr7	43690418	43695536	5119	+
317677	chr6	124624625	124636085	11461	-
317717	chr16	35311131	35363918	52788	-
317750	chr2	125068127	125088677	20551	+
317755	chr5	72577114	72581084	3971	-
317757	chr6	48746197	48754200	8004	+
317758	chr6	48676135	48678704	2570	+
319146	chr4	88782131	88783592	1462	+
319148	chr13	23745042	23745521	480	-
319150	chr13	23752380	23752840	461	+
319151	chr13	23561896	23562365	470	-
319152	chr13	21717628	21718115	488	+
319153	chr13	21782915	21783397	483	-
319154	chr3	96268654	96269155	502	+
319155	chr13	23698084	23698458	375	-
319156	chr13	23581602	23581969	368	+
319157	chr13	23551286	23551643	358	-
319158	chr13	22040960	22041362	403	-
319159	chr13	21735034	21735456	423	+
319160	chr13	21750145	21750553	409	-
319161	chr13	21831793	21832158	366	-
319162	chr11	58954685	58955192	508	+
319163	chr13	23934462	23934913	452	+
319164	chr13	23683473	23683959	487	-
319165	chr13	23574381	23576266	1886	+
319166	chr13	23570663	23571220	558	-
319167	chr13	22042478	22042949	472	-
319168	chr13	22035122	22035643	522	-
319169	chr13	21753377	21753912	536	-
319170	chr13	21786772	21787218	447	-
319172	chr13	23751088	23751592	505	+
319173	chr13	23533911	23534378	468	+
319176	chr3	96220413	96220880	468	-
319177	chr13	23933725	23934156	432	-
319178	chr13	23746734	23747223	490	+
319179	chr13	23583670	23621124	37455	-
319180	chr13	23573760	23574190	431	-
319181	chr13	23571400	23571863	464	+
319182	chr13	23542923	23543444	522	-
319183	chr13	22043230	22043658	429	+
319184	chr13	22035821	22036320	500	+
319185	chr13	21715713	21716143	431	-
319186	chr13	21722044	21722526	483	+
319187	chr13	21754123	21754553	431	+
319188	chr13	21787488	21789213	1726	+
319189	chr3	96269700	96270192	493	+
319190	chr3	96221072	96223738	2667	+
319191	chr13	21716412	21716859	448	+
319192	chr3	96239779	96240374	596	-
319195	chr18	75000477	75003381	2905	+
319196	chr2	136501910	136562098	60189	+
319197	chr7	19212538	19224176	11639	+
319200	chrX	13661363	13667433	6071	+
319207	chr13	21421275	21441058	19784	-
319210	chr3	64632863	64844743	211881	-
319211	chr18	22693155	23041653	348499	-
319215	chr9	103557090	103565891	8802	+
319216	chr5	57570084	57717919	147836	-
319217	chr3	64690660	64844743	154084	-
319224	chr3	129753758	129763882	10125	+
319229	chr1	120006980	120063532	56553	+
319236	chr7	104338754	104353358	14605	-
319239	chr9	24098018	24316398	218381	+
319247	chr4	95959711	95967655	7945	-
319251	chr5	45639275	45645469	6195	+
319259	chr17	24473884	24475469	1586	+
319262	chr18	37957434	37969731	12298	-
319263	chr1	7088920	7173628	84709	+
319266	chr1	193168049	193177832	9784	+
319272	chr10	122565023	122569891	4869	-
319277	chr10	83543941	83596473	52533	+
319278	chr9	20868642	20874307	5666	+
319293	chr13	19727417	19732951	5535	-
319314	chr19	4439323	4448325	9003	+
319317	chr2	158375638	158386145	10508	+
319322	chr19	5273921	5295455	21535	-
319336	chr1	86359574	86367964	8391	+
319352	chr6	124996720	125003097	6378	+
319370	chr11	116434094	116439077	4984	+
319371	chr11	96944146	96965060	20915	+
319387	chr5	81020571	81795730	775160	+
319405	chr9	81631930	81645156	13227	+
319415	chr10	36506807	36834394	327588	+
319430	chr7	16234585	16244154	9570	-
319433	chr14	62663667	62692243	28577	+
319446	chr8	105984946	105996423	11478	-
319448	chr14	72537953	72710003	172051	-
319454	chr11	119820811	119834365	13555	-
319455	chr1	175962306	176275312	313007	-
319466	chr13	19462847	19504367	41521	-
319467	chr13	47143940	47148670	4731	-
319468	chr10	122678762	122945793	267032	+
319469	chr13	59580176	59585223	5048	-
319472	chr6	36209620	36390191	180572	-
319475	chr11	58315114	58330339	15226	-
319476	chr14	29018208	29033642	15435	+
319477	chr9	58488603	58499742	11140	+
319478	chr3	134236495	134262089	25595	+
319480	chr9	62677855	62783979	106125	+
319481	chr8	111448784	111522107	73324	-
319482	chr7	28129466	28164811	35346	+
319487	chr16	25059639	25069058	9420	+
319493	chr8	3353415	3390299	36885	+
319504	chr12	44328885	44601846	272962	+
319508	chr14	34220046	34230421	10376	+
319513	chr2	130417684	130424701	7018	-
319518	chr8	111094745	111135144	40400	+
319520	chr8	34807610	34819894	12285	+
319530	chr11	121510976	121519342	8367	-
319533	chr16	72226383	72234327	7945	-
319535	chrX	21026184	21062043	35860	-
319545	chr12	116401947	116405161	3215	-
319552	chr6	142413431	142419740	6310	+
319554	chr13	8885606	8892396	6791	+
319555	chr8	72644343	72714748	70406	+
319556	chr9	86695442	86701253	5812	+
319562	chr1	185429357	185441819	12463	-
319565	chr12	75818318	76110928	292611	+
319572	chr10	71168737	71182040	13304	-
319574	chr8	122445268	122451322	6055	-
319579	chr2	152477063	152479934	2872	+
319581	chr8	18932729	18950975	18247	-
319582	chr8	36457548	36513013	55466	+
319583	chr8	9970020	9976323	6304	-
319586	chr10	81459227	81482709	23483	-
319587	chr3	135436221	135438665	2445	-
319594	chr19	44562854	44576274	13421	+
319596	chr1	107917259	107950947	33689	+
319601	chr9	22055411	22071376	15966	-
319604	chr7	100706702	100841630	134929	+
319613	chr15	44671856	44788063	116208	-
319615	chr17	22337989	22361400	23412	-
319616	chr5	128579130	128600687	21558	-
319618	chr6	119175253	119221614	46362	+
319622	chr7	118485112	118491975	6864	-
319625	chr17	80127471	80185032	57562	+
319626	chr9	122572501	122679596	107096	+
319634	chr11	77089915	77188968	99054	-
319636	chr4	53631471	53707009	75539	+
319638	chr10	34303612	34418528	114917	-
319642	chrX	136858151	136868540	10390	-
319646	chr10	70601049	70655963	54915	-
319651	chr1	74435510	74544286	108777	-
319653	chr5	8422838	8459978	37141	+
319655	chr6	88842558	88874989	32432	-
319660	chr12	37241639	37581932	340294	+
319670	chr12	98786604	98901484	114881	-
319673	chr9	88841798	88858870	17073	-
319675	chr9	15316914	15357788	40875	-
319682	chr6	17197751	17210152	12402	+
319684	chr2	166447451	166458770	11320	+
319695	chr1	72642980	72700564	57585	-
319701	chr11	16951375	16954772	3398	+
319702	chr6	138423105	138429592	6488	+
319707	chr9	96765562	96774397	8836	+
319710	chr12	70825514	70902234	76721	+
319711	chr7	90029159	90049071	19913	+
319713	chr18	61799393	61911852	112460	-
319719	chr13	54503805	54551290	47486	+
319720	chr17	27235075	27248066	12992	-
319722	chr15	96268564	96275275	6712	-
319727	chr14	122097939	122106974	9036	-
319734	chr6	119236526	119352407	115882	+
319740	chr19	42170567	42194592	24026	+
319742	chr9	45055181	45075042	19862	+
319748	chr7	5020376	5033223	12848	+
319750	chr17	10456216	10493057	36842	+
319752	chr7	61529410	61615327	85918	-
319757	chr6	29735497	29761366	25870	+
319758	chr9	72532240	72622949	90710	+
319760	chr12	101082451	101088927	6477	+
319764	chrX	144153695	144166274	12580	+
319765	chr16	22059009	22163299	104291	-
319767	chr11	43149877	43262286	112410	+
319772	chr5	139405280	139416092	10813	+
319776	chr6	116692725	116716758	24034	-
319781	chrX	153037629	153072915	35287	+
319783	chr7	73313806	73375774	61969	-
319786	chr12	110591374	110592679	1306	+
319798	chr3	65324020	65349429	25410	-
319800	chr19	8160168	8405105	244938	-
319801	chr6	127085116	127109552	24437	-
319803	chr13	114124348	114151592	27245	-
319804	chr5	127632262	127707520	75259	+
319807	chr5	63649103	63810543	161441	+
319812	chr6	43442429	43474318	31890	+
319817	chr2	37370071	37422903	52833	-
319818	chr5	99297244	99729060	431817	-
319819	chr11	114413405	114448860	35456	-
319822	chr11	75348433	75405705	57273	+
319830	chr3	88782943	88832487	49545	-
319832	chr6	24951141	24956125	4985	-
319845	chr9	22475715	22888280	412566	+
319848	chr13	23897889	23915007	17119	-
319849	chr6	32511141	32515576	4436	+
319854	chr2	103338601	103372764	34164	-
319859	chr9	96731292	96752831	21540	-
319865	chr4	97567875	97778048	210174	-
319870	chr17	21528196	21535878	7683	-
319871	chr11	113203315	113209669	6355	-
319875	chr5	86659522	86676298	16777	-
319876	chr2	65088339	65239403	151065	-
319880	chr10	94514857	94590954	76098	+
319885	chr4	44756559	44932214	175656	+
319887	chr10	22113050	22149270	36221	-
319888	chr18	65698268	65751537	53270	+
319893	chr7	61705850	61928195	222346	-
319894	chr4	129906216	129908996	2781	+
319899	chr9	21800180	21852635	52456	-
319901	chr1	111858702	111864918	6217	-
319903	chr14	84451476	84476424	24949	-
319909	chr2	139678178	139758581	80404	+
319922	chr11	11114016	11267721	153706	+
319924	chr19	23758876	23949597	190722	+
319929	chr3	107230614	107234031	3418	+
319930	chr7	19875742	19887965	12224	-
319931	chr19	37173843	37196541	22699	+
319934	chr7	110308013	110614920	306908	-
319939	chr11	8431652	8664535	232884	-
319940	chr8	45723325	45819297	95973	-
319942	chr12	112489448	112499927	10480	+
319944	chr15	55015129	55072152	57024	-
319945	chr3	89401896	89411869	9974	-
319951	chr3	102262405	102445132	182728	+
319953	chr15	83483769	83510907	27139	-
319955	chr14	32513521	32580989	67469	+
319960	chr8	95806830	95821728	14899	+
319965	chr4	108619956	108634122	14167	+
319970	chr9	69758740	69830199	71460	+
319973	chr4	43751859	43759464	7606	+
319974	chr5	131437682	132542343	1104662	-
319981	chr6	50776115	50815033	38919	+
319982	chr5	148990056	148995215	5160	-
319983	chr13	80964074	81126424	162351	+
319984	chr14	55106826	55116935	10110	-
319991	chr17	49615172	49909847	294676	+
319996	chr2	121866970	121936207	69238	+
319997	chr1	85717083	85736606	19524	-
319998	chr1	75479532	75485693	6162	+
320007	chr16	44240180	44332838	92659	-
320011	chr1	36140028	36244302	104275	-
320014	chr8	10870422	10882454	12033	-
320019	chr1	150074873	150099874	25002	-
320020	chr17	23550799	23565294	14496	+
320022	chr8	104446719	104509887	63169	-
320024	chr3	27183004	27284608	101605	+
320026	chr7	61930137	61982303	52167	-
320027	chr11	52764706	53187347	422642	+
320038	chr6	6820546	6869533	48988	-
320040	chr11	68888553	68895015	6463	+
320046	chr12	33111711	33147597	35887	-
320051	chr9	53301670	53381158	79489	+
320054	chr1	136411916	136415519	3604	-
320064	chr5	143758354	143767128	8775	+
320069	chr1	119529480	119536165	6686	-
320072	chr3	143243055	143257996	14942	+
320078	chr1	170644532	170682789	38258	+
320080	chr10	127739538	127747339	7802	+
320082	chr9	109139454	109162022	22569	-
320083	chr9	109432318	109449140	16823	-
320088	chr3	9403078	9437233	34156	+
320091	chr10	88948994	89257790	308797	-
320092	chr19	20492715	20566853	74139	+
320095	chr2	156000443	156007977	7535	-
320100	chr7	100845848	100863413	17566	-
320106	chr2	65316633	65364026	47394	-
320111	chr17	8340406	8344113	3708	+
320116	chr11	46235557	46239871	4315	+
320118	chr5	21483847	21645605	161759	-
320119	chr1	190772879	190911770	138892	-
320127	chr6	36846022	37299976	453955	-
320129	chr5	112910478	113015538	105061	-
320132	chr2	6193251	6321611	128361	+
320135	chr6	136828843	136840557	11715	+
320139	chr1	135132725	135145320	12596	+
320145	chr12	118846329	118852578	6250	+
320148	chr17	48316162	48326511	10350	+
320150	chr10	110941780	111010066	68287	-
320152	chr4	9770585	9823411	52827	+
320155	chr19	20534527	20552330	17804	-
320158	chr8	23669661	24063116	393456	+
320159	chr17	71673261	71729669	56409	+
320162	chr11	106789252	106818861	29610	+
320163	chr13	67796594	67830985	34392	-
320165	chr8	25154552	25240901	86350	-
320172	chr6	67036599	67080652	44054	+
320174	chr13	78198017	78236564	38548	+
320176	chr19	28678224	28720027	41804	+
320178	chr6	53978691	54017383	38693	+
320181	chr3	108853678	108890008	36331	-
320183	chr10	120781101	120898971	117871	-
320184	chr16	37868400	37888857	20458	+
320189	chr6	53287295	53649006	361712	+
320191	chr8	26021421	26119224	97804	-
320197	chr5	139377697	139380053	2357	+
320202	chr1	180893108	180899107	6000	+
320203	chr13	83721556	83741244	19689	+
320204	chr6	149141513	149151170	9658	+
320207	chr11	68432125	68497846	65722	+
320208	chr7	25669140	25675166	6027	-
320209	chr17	66123520	66152168	28649	+
320210	chr7	40849153	40898324	49172	-
320213	chr16	31959670	32003287	43618	-
320214	chr16	38297754	38341860	44107	-
320225	chr7	29181532	29214033	32502	-
320226	chr4	83525545	83864670	339126	+
320234	chr14	27482405	27508460	26056	-
320237	chrX	56374586	56378470	3885	+
320244	chr12	85824673	86061893	237221	+
320247	chrX	61191293	61194164	2872	+
320249	chr14	104639147	104966783	327637	+
320253	chr18	56761716	56925548	163833	-
320256	chr9	119102478	119147694	45217	+
320265	chr6	96113154	96657198	544045	+
320267	chr2	31572651	31617526	44876	+
320271	chr2	39066215	39190730	124516	-
320272	chr1	188006576	188008990	2415	-
320273	chr10	12916646	12923127	6482	-
320277	chr15	9578193	9748868	170676	-
320292	chr5	99217420	99252927	35508	-
320295	chr9	78175914	78178882	2969	+
320297	chr13	91368990	91388085	19096	-
320299	chr16	36828400	36872721	44322	+
320301	chr9	121756640	121759943	3304	-
320302	chr3	85801047	85887518	86472	-
320311	chr1	105276917	105356710	79794	-
320312	chr6	8492423	8509161	16739	-
320315	chr13	48272418	48273884	1467	-
320332	chr6	136803993	136804431	439	-
320333	chr14	3208493	3856308	647816	+
320343	chr2	50066429	50193569	127141	+
320351	chr12	102743740	102745397	1658	+
320352	chr3	30678554	30699843	21290	-
320354	chr2	25291220	25298928	7709	+
320355	chr16	75540514	75586061	45548	-
320360	chr7	109034319	109083331	49013	-
320363	chr10	45807704	45852018	44315	+
320365	chr5	150118670	150497753	379084	+
320376	chrX	48341358	48406728	65371	+
320377	chr8	94433127	94435103	1977	-
320394	chr8	105844678	105852008	7331	-
320398	chr10	125966219	126015359	49141	+
320400	chr1	194955759	194976959	21201	-
320404	chr1	180330476	180423659	93184	+
320405	chr6	23262774	23839421	576648	-
320407	chr6	129729041	129740484	11444	-
320415	chr2	119167788	119172389	4602	+
320429	chr9	111311739	111395775	84037	+
320435	chr7	28788969	28798966	9998	+
320438	chr4	99715630	99763460	47831	+
320440	chr9	68765346	68773322	7977	+
320449	chr1	186511838	186558681	46844	-
320452	chr7	100285520	100319699	34180	+
320453	chr11	95145053	95159047	13995	+
320454	chr5	86485877	86518600	32724	-
320456	chr4	141546162	141548313	2152	+
320460	chr1	70725715	70885397	159683	+
320463	chr3	59146296	59153628	7333	-
320466	chr8	85053160	85060460	7301	-
320469	chr15	60822965	60831400	8436	+
320472	chr11	87226906	87358994	132089	-
320473	chr17	78752906	78835381	82476	-
320478	chr3	34560381	34680851	120471	+
320479	chr5	67463898	67477899	14002	+
320482	chr2	33805816	33813591	7776	+
320484	chr17	32390661	32403581	12921	-
320485	chr2	180370858	180386451	15594	-
320486	chr6	86470277	86480830	10554	-
320487	chr12	51875873	51971321	95449	-
320492	chr1	11414105	11975902	561798	+
320495	chr10	6886365	7023185	136821	-
320500	chr4	40472180	40475653	3474	+
320502	chr6	97238528	97252780	14253	-
320506	chr15	9140570	9197450	56881	+
320507	chr2	92408892	92432308	23417	+
320508	chr4	100776679	101003748	227070	+
320522	chr11	76672470	76673676	1207	+
320528	chr9	67840396	67995634	155239	+
320534	chr11	115187487	115247025	59539	+
320538	chr6	38433925	38524790	90866	+
320541	chr4	155601416	155623340	21925	+
320549	chr5	95456806	95485589	28784	+
320554	chr2	104679980	104712162	32183	-
320557	chr13	97067287	97129522	62236	+
320558	chr2	178345296	178407658	62363	-
320560	chr6	148988069	149101680	113612	-
320563	chr9	58196297	58204319	8023	-
320571	chr4	43267159	43373831	106673	+
320581	chr13	8952863	8960935	8073	+
320586	chr16	98001310	98082439	81130	-
320587	chr4	155781591	155785874	4284	-
320590	chr6	37983739	38046996	63258	-
320595	chrX	151520672	151633857	113186	+
320604	chr3	55137339	55172936	35598	+
320606	chrX	135022422	135060336	37915	-
320609	chr6	29917013	29959680	42668	+
320614	chr13	48044231	48262623	218393	-
320615	chr9	86467154	86555806	88653	+
320616	chr11	95723586	95726773	3188	+
320624	chr18	28560166	28998176	438011	+
320626	chr10	120389523	120392793	3271	+
320631	chr7	120328684	120407687	79004	+
320632	chr2	127208404	127240451	32048	+
320633	chr2	37432168	37443121	10954	-
320634	chrX	47912456	47965866	53411	+
320635	chr7	107748455	107758032	9578	-
320638	chr17	48064789	48090378	25590	-
320640	chr4	112072016	112168076	96061	+
320642	chr10	7663371	7664623	1253	+
320655	chr11	98388672	98400490	11819	-
320661	chr5	36600486	36696021	95536	-
320662	chr6	145174834	145210970	36137	-
320664	chr2	172393794	172433757	39964	+
320678	chr6	125145224	125161782	16559	+
320679	chr15	53461801	53902537	440737	-
320683	chr7	127607032	127615260	8229	-
320684	chr2	135580530	135583220	2691	-
320685	chr8	48099092	48141667	42576	+
320692	chr9	88595325	88599243	3919	-
320696	chr5	92608295	92675271	66977	-
320701	chr6	96831209	97060411	229203	-
320705	chr1	33852052	33907767	55716	-
320706	chr2	157010442	157079265	68824	-
320707	chrX	73503086	73573270	70185	+
320709	chr15	94629185	95096097	466913	+
320712	chr16	56477846	56690135	212290	+
320713	chr4	94942041	94979100	37060	-
320714	chr8	47490128	47533470	43343	-
320717	chr5	122284398	122324281	39884	+
320718	chr1	131744022	131770405	26384	+
320719	chr5	22550413	22807850	257438	+
320720	chr2	69686824	69712606	25783	-
320722	chr17	69439326	69489233	49908	+
320727	chr6	148770684	148831467	60784	-
320736	chr14	32856756	32939489	82734	+
320737	chr6	148212288	148235663	23376	+
320739	chr3	120454334	120886732	432399	-
320742	chrX	20961676	20987349	25674	+
320747	chr3	94399219	94404501	5283	+
320749	chr7	4467245	4470884	3640	-
320752	chr9	24557048	24696293	139246	-
320769	chr2	80292470	80295358	2889	+
320770	chr5	20950989	20956398	5410	+
320772	chr12	66466059	67222549	756491	-
320775	chr6	83441755	83448322	6568	+
320782	chr3	84666192	84704575	38384	+
320784	chr17	80896793	80933447	36655	+
320790	chr4	8690406	8868449	178044	+
320795	chr8	83669762	83699179	29418	-
320799	chr2	160770447	160872990	102544	-
320802	chr7	142326110	142372259	46150	-
320806	chr13	97137937	97181196	43260	+
320808	chr12	80335847	80436601	100755	-
320816	chr2	11777753	11790323	12571	+
320817	chr12	4917353	5047410	130058	+
320825	chr10	9627259	9675208	47950	-
320827	chr5	76809988	76873554	63567	+
320832	chr3	15371827	15548941	177115	-
320840	chr3	156561794	157316464	754671	+
320842	chr13	23427976	23431017	3042	-
320844	chr9	108053159	108055701	2543	+
320845	chr7	55962531	55980096	17566	+
320846	chr2	114013565	114068324	54760	+
320858	chr17	68273797	68780086	506290	+
320864	chr11	99328484	99337965	9482	-
320865	chr15	22549022	23474418	925397	+
320869	chr8	123212858	123222045	9188	+
320871	chr7	141359178	141365110	5933	-
320872	chr2	44059238	44065324	6087	-
320873	chr15	18818947	19014236	195290	+
320878	chr7	112225836	112355194	129359	+
320879	chr19	57323197	57360899	37703	-
320893	chr13	99410836	99412826	1991	-
320910	chr12	119162803	119238276	75474	-
320916	chr5	113550420	113589725	39306	+
320923	chrX	56797953	56822325	24373	-
320924	chr18	66047166	66291838	244673	-
320938	chr6	29540827	29609607	68781	-
320939	chr4	154630691	154636367	5677	-
320940	chrX	60223290	60403981	180692	-
320951	chr5	32736314	32785626	49313	-
320965	chr5	25499797	25504473	4677	+
320973	chr2	31151049	31152291	1243	-
320974	chr2	132868516	132880862	12347	-
320975	chr2	116900152	116912791	12640	+
320977	chr1	195017399	195037908	20510	+
320981	chr8	46986925	47094895	107971	+
320982	chr1	88698226	88702191	3966	-
320995	chr10	51677760	51730429	52670	+
320997	chr17	32452723	32493320	40598	+
321000	chr3	106684987	106736576	51590	+
321003	chr15	81400188	81454888	54701	+
321006	chr9	106821976	106880992	59017	+
321007	chr17	6040571	6079739	39169	-
321008	chr7	13258967	13278721	19755	-
321014	chr2	130543791	130563749	19959	-
321015	chr6	142614595	142626462	11868	+
321017	chr12	79088705	79103939	15235	-
321018	chr12	104077959	104086920	8962	+
321019	chr14	121952331	121965193	12863	-
321020	chr17	20182078	20183097	1020	-
321022	chr9	103353102	103365780	12679	-
326618	chr8	72135292	72153129	17838	+
326619	chr13	23760795	23761249	455	-
326620	chr13	23756937	23757386	450	+
326622	chr2	5951469	6056703	105235	+
326623	chr4	63724603	63745113	20511	-
327655	chr2	121310561	121355077	44517	-
327743	chr10	39150971	39163794	12824	-
327744	chr10	39621411	39732007	110597	-
327747	chr10	40683282	40811083	127802	+
327760	chr10	61031303	61038080	6778	+
327762	chr10	62947029	62974188	27160	+
327766	chr10	68723746	68782654	58909	+
327768	chr10	72973303	73086705	113403	-
327799	chr10	93831555	93858087	26533	+
327812	chr10	105574551	105583870	9320	+
327814	chr10	106470310	106933468	463159	+
327826	chr10	117070127	117148474	78348	-
327860	chr11	4620275	4630011	9737	-
327872	chr11	18095986	18103385	7400	+
327900	chr11	32455372	32518709	63338	+
327942	chr11	62458460	62513900	55441	+
327946	chr11	65277654	65287833	10180	-
327951	chr11	69393612	69395346	1735	-
327954	chr11	69420809	69549108	128300	-
327956	chr11	70513516	70514616	1101	-
327957	chr11	70790932	70812561	21630	-
327958	chr11	72047528	72135889	88362	-
327959	chr11	72301629	72313733	12105	+
327963	chr11	74070170	74087301	17132	+
327978	chr11	82952102	82964850	12749	+
327987	chr11	86265715	86357525	91811	-
327992	chr11	87617164	87659542	42379	+
328019	chr11	103208127	103218432	10306	-
328035	chr11	115283366	115297664	14299	-
328059	chr12	8528483	8599066	70584	-
328061	chr12	10446388	10531303	84916	+
328075	chr12	29675630	29686445	10816	-
328092	chr12	51988312	52006501	18190	-
328099	chr12	57230412	57242168	11757	+
328108	chr12	64965742	65022573	56832	+
328110	chr12	65036334	65063386	27053	+
328133	chr12	80644215	80683342	39128	+
328136	chr12	86169341	86195102	25762	+
328162	chr12	111678105	111683902	5798	+
328186	chr13	12182717	12186488	3772	-
328190	chr13	15807243	15827537	20295	+
328231	chr13	41649443	41656777	7335	+
328232	chr13	43195519	43304172	108654	-
328234	chr13	43615797	43670944	55148	+
328235	chr13	44121167	44125179	4013	+
328250	chr13	50467307	50475355	8049	+
328258	chr13	56438355	56472363	34009	+
328263	chr13	60029711	60116669	86959	+
328274	chr13	67405713	67421418	15706	-
328287	chr13	72623466	72628564	5099	-
328309	chr13	94356749	94358923	2175	-
328314	chr13	97560000	97583994	23995	+
328324	chr13	101232127	101247551	15425	+
328329	chr13	102732489	103334492	602004	-
328354	chr14	13157388	13284638	127251	-
328365	chr14	25459185	25666743	207559	+
328370	chr14	30654375	30691313	36939	+
328381	chr14	40815868	40892965	77098	-
328385	chr14	46645817	46673775	27959	-
328401	chr14	51038459	51041867	3409	-
328417	chr14	56575619	56659798	84180	+
328424	chr14	61607457	61612833	5377	+
328440	chr14	70647302	70653084	5783	-
328451	chr14	89896224	89899447	3224	+
328479	chr14	122365679	122451146	85468	-
328489	chr15	3996039	4015858	19820	+
328505	chr4	111972927	111988221	15295	+
328531	chr15	40134365	40150010	15646	+
328561	chr15	77584158	77596125	11968	-
328563	chr15	77633951	77643286	9336	-
328572	chr15	81586214	81652077	65864	+
328573	chr15	82059151	82066538	7388	+
328576	chr15	84714629	84720266	5638	-
328577	chr15	85492736	85503227	10492	-
328579	chr15	88314874	88372651	57778	+
328580	chr15	89099098	89123150	24053	-
328594	chr15	94247202	94255606	8405	+
328643	chr16	20589582	20605377	15796	+
328646	chr16	21247499	21296872	49374	-
328657	chr16	29957927	29979124	21198	-
328660	chr16	32179800	32186944	7145	+
328695	chr16	58613686	58616978	3293	-
328699	chr16	59407382	59461739	54358	+
328734	chr17	3064318	3084183	19866	-
328747	chr17	15231585	15240783	9199	-
328759	chr17	18424104	18452324	28221	+
328778	chr17	24529054	24533747	4694	-
328779	chr17	24753003	24758684	5682	+
328780	chr17	25298394	25300161	1768	+
328783	chr17	25736040	25748330	12291	+
328788	chr17	28549487	28552618	3132	+
328789	chr17	28575719	28583593	7875	+
328795	chr17	31208066	31242403	34338	+
328801	chr17	33629092	33631714	2623	+
328829	chr17	48125605	48146307	20703	-
328830	chr17	48151708	48167257	15550	-
328833	chr17	48299498	48312534	13037	+
328837	chr17	51425209	51448269	23061	-
328845	chr17	56843104	56874447	31344	-
328906	chr18	16816407	16822783	6377	+
328949	chr18	44425060	44812182	387123	-
328953	chr18	47537735	47718636	180902	+
328957	chr18	54611744	54639870	28127	+
328963	chr18	60663410	60671624	8215	+
328967	chr18	61493794	61536536	42743	-
328968	chr18	61645878	61665538	19661	-
328971	chr18	62548911	62661388	112478	+
328977	chr18	65580230	65689436	109207	+
329002	chr18	82593597	82692734	99138	-
329003	chr18	82910879	83005314	94436	+
329015	chr19	6241668	6262304	20637	+
329047	chr19	26885925	26888647	2723	+
329064	chr19	44147637	44192442	44806	-
329065	chr19	44333326	44346743	13418	+
329078	chr19	59425104	59458635	33532	-
329093	chr1	10324719	10719945	395227	-
329096	chr1	12667563	12673090	5528	+
329101	chr1	16657552	16662278	4727	+
329152	chr1	53806874	54195034	388161	-
329154	chr1	54645340	54926387	281048	-
329159	chr1	55931241	55972098	40858	+
329160	chr1	56971469	57042513	71045	+
329165	chr1	60409619	60481163	71545	+
329178	chr1	66468447	66699148	230702	+
329207	chr1	91145103	91170795	25693	+
329217	chr1	96871126	96881234	10109	+
329244	chr1	130932656	130940073	7418	-
329251	chr1	134759067	134955940	196874	-
329252	chr1	134986353	135105276	118924	-
329253	chr1	136127719	136131183	3465	-
329260	chr1	138963709	139176042	212334	+
329271	chr1	153721240	153737829	16590	-
329274	chr1	156075956	156205026	129071	-
329278	chr1	160085032	160153575	68544	-
329324	chr1	192891234	193035775	144542	-
329360	chr2	25234476	25236787	2312	-
329366	chr2	26271647	26294557	22911	-
329371	chr2	27144898	27162703	17806	-
329375	chr2	28955481	29055066	99586	-
329384	chr2	32775821	32790171	14351	+
329387	chr2	34018289	34107735	89447	-
329404	chr2	51241831	51295945	54115	+
329416	chr2	69135800	69189329	53530	+
329421	chr2	70039126	70429195	390070	+
329427	chr2	73596526	73616012	19487	+
329436	chr2	78237547	78302230	64684	+
329460	chr2	88677857	88678813	957	+
329470	chr2	93833467	93849943	16477	-
329480	chr2	105076538	105126510	49973	-
329483	chr2	106463823	106523103	59281	-
329496	chr2	117857291	118111202	253912	-
329502	chr2	120166412	120245335	78924	-
329504	chr2	121137292	121140698	3407	-
329506	chr2	121956001	122015326	59326	+
329509	chr2	127186355	127208280	21926	-
329513	chr2	129218969	129235606	16638	+
329514	chr2	129369902	129375733	5832	+
329540	chr2	153407461	153529971	122511	-
329547	chr2	158258241	158284531	26291	+
329554	chr2	160311401	160327494	16094	-
329557	chr2	164254363	164256643	2281	-
329559	chr2	164891892	164911750	19859	-
329562	chr2	167690759	167697413	6655	+
329575	chr2	177828991	177840318	11328	-
329581	chr2	180929023	180934010	4988	+
329584	chr2	181384250	181387596	3347	+
329623	chr3	36499804	36506809	7006	-
329628	chr3	38886940	39011983	125044	+
329639	chr3	52739724	52776654	36931	+
329641	chr3	54897069	54915887	18819	-
329650	chr3	59005825	59318412	312588	+
329659	chr3	63914696	63929385	14690	-
329679	chr3	79455971	79567679	111709	-
329693	chr3	87435782	87500678	64897	+
